factura_id,fecha,cliente_id,provincia,canal,monto_total
8522,2024-03-25,12537,Santa Fe,Personal,29600
8523,2024-03-25,12445,Santiago del Estero,Online,124700
8524,2024-03-25,12315,Santa Fe,Online,99000
8525,2024-03-25,11449,Entre Rios,Online,113600
8526,2024-03-25,12086,Buenos Aires,Online,93200
8527,2024-03-25,13283,San Luis,Online,41500
8503,2024-03-24,10003,Cordoba,Personal,152500
8504,2024-03-24,11878,Cordoba,Online,78200
8505,2024-03-24,12028,Santa Fe,Online,15800
8506,2024-03-24,11582,Santa Fe,Online,81800
8507,2024-03-24,12150,Cordoba,Personal,59600
8508,2024-03-24,12395,Santa Fe,Online,96300
8509,2024-03-24,10172,Santa Fe,Online,74800
8510,2024-03-24,12542,Cordoba,Online,38100
8511,2024-03-24,10740,Santa Fe,Online,27800
8512,2024-03-24,12356,Buenos Aires,Online,10300
8501,2024-03-23,10354,Buenos Aires,Online,11200
8502,2024-03-23,13240,Santa Fe,Online,147200
8498,2024-03-22,11809,Tucuman,Online,156600
8499,2024-03-22,13364,Buenos Aires,Online,208800
8500,2024-03-22,12411,Santa Fe,Online,152700
8494,2024-03-21,11360,Santa Fe,Online,64300
8495,2024-03-21,10989,Cordoba,Online,16200
8496,2024-03-21,12361,Santa Fe,Online,47800
8497,2024-03-21,10582,Buenos Aires,Online,67100
8480,2024-03-20,10436,Buenos Aires,Online,29600
8481,2024-03-20,13152,Cordoba,Online,31700
8482,2024-03-20,10389,Tucuman,Online,100600
8483,2024-03-20,13310,Santa Fe,Online,6900
8484,2024-03-20,10228,Santiago del Estero,Online,129200
8485,2024-03-20,10016,Cordoba,Online,116700
8486,2024-03-20,13217,Santa Fe,Online,31600
8487,2024-03-20,11210,Buenos Aires,Online,147800
8488,2024-03-20,13120,Cordoba,Online,38200
8489,2024-03-20,12794,Santa Fe,Online,11200
8490,2024-03-20,12497,Santa Fe,Online,39500
8491,2024-03-20,13188,Santa Fe,Online,31200
8492,2024-03-20,12741,Buenos Aires,Online,88100
8493,2024-03-20,10368,Santa Fe,Online,69900
8471,2024-03-19,10964,Santa Fe,Online,64300
8472,2024-03-19,11073,Santa Fe,Online,61200
8473,2024-03-19,12279,Buenos Aires,Online,16200
8474,2024-03-19,11660,Santa Fe,Online,65600
8475,2024-03-19,13202,Santa Fe,Online,128000
8476,2024-03-19,12397,Chaco,Online,167400
8477,2024-03-19,10540,Cordoba,Online,61300
8478,2024-03-19,12326,Santa Fe,Online,32200
8479,2024-03-19,10865,Santa Fe,Online,78000
8458,2024-03-18,11021,Cordoba,Online,171900
8459,2024-03-18,11597,Santa Fe,Online,72000
8460,2024-03-18,10306,Santa Fe,Personal,31200
8461,2024-03-18,10168,Buenos Aires,Online,75100
8462,2024-03-18,11223,Santa Fe,Online,58200
8463,2024-03-18,11735,Santa Fe,Online,92000
8464,2024-03-18,10795,Cordoba,Online,80800
8465,2024-03-18,12623,Santa Fe,Online,33200
8466,2024-03-18,12143,Cordoba,Online,27500
8467,2024-03-18,11385,Cordoba,Online,198000
8468,2024-03-18,12958,Cordoba,Online,144200
8469,2024-03-18,11578,Tucuman,Online,61700
8470,2024-03-18,10127,Santa Fe,Online,82800
8456,2024-03-17,10004,Cordoba,Online,78600
8457,2024-03-17,11082,Santa Fe,Online,135000
8445,2024-03-16,10710,Santa Fe,Online,85300
8446,2024-03-16,11685,Santa Fe,Online,101800
8447,2024-03-16,12042,Buenos Aires,Online,118700
8448,2024-03-16,11859,Buenos Aires,Online,121300
8449,2024-03-16,11417,Cordoba,Online,56700
8450,2024-03-16,13296,Buenos Aires,Online,116000
8451,2024-03-16,11104,Santa Fe,Online,79400
8452,2024-03-16,13301,Buenos Aires,Online,99300
8453,2024-03-16,12484,Cordoba,Online,67600
8454,2024-03-16,11741,Tucuman,Online,174300
8455,2024-03-16,11695,Buenos Aires,Online,14900
8438,2024-03-15,10496,Santa Fe,Online,124600
8439,2024-03-15,10319,Santa Fe,Online,100600
8440,2024-03-15,13107,Santa Fe,Online,73800
8441,2024-03-15,10233,Santiago del Estero,Online,14400
8442,2024-03-15,12621,Santa Fe,Online,40400
8443,2024-03-15,11606,Santa Fe,Personal,172700
8444,2024-03-15,12660,Santa Fe,Online,22500
8430,2024-03-14,12247,Santa Fe,Online,69000
8431,2024-03-14,10528,Cordoba,Online,68600
8432,2024-03-14,12965,Cordoba,Personal,65800
8433,2024-03-14,11495,Santa Fe,Online,105700
8434,2024-03-14,10218,Buenos Aires,Online,118300
8435,2024-03-14,10365,Santa Fe,Personal,96800
8436,2024-03-14,12095,Santa Fe,Online,83000
8437,2024-03-14,10655,Buenos Aires,Online,75600
8415,2024-03-13,13055,Santa Fe,Online,57600
8416,2024-03-13,11212,Entre Rios,Online,49700
8417,2024-03-13,12075,Buenos Aires,Online,173100
8418,2024-03-13,13384,Entre Rios,Online,98700
8419,2024-03-13,13200,Corrientes,Online,51100
8420,2024-03-13,11971,Cordoba,Personal,12600
8421,2024-03-13,13352,Buenos Aires,Personal,206500
8422,2024-03-13,12298,Cordoba,Online,101400
8423,2024-03-13,13059,Santa Fe,Online,96000
8424,2024-03-13,13337,Santa Fe,Online,34600
8425,2024-03-13,12315,Santa Fe,Online,35800
8426,2024-03-13,11807,Santiago del Estero,Online,119900
8427,2024-03-13,12124,Santa Fe,Personal,14900
8428,2024-03-13,11856,Santa Fe,Online,121200
8429,2024-03-13,10440,Chaco,Personal,186900
8409,2024-03-12,13048,Santa Fe,Online,95000
8410,2024-03-12,10891,Cordoba,Online,93600
8411,2024-03-12,10742,Cordoba,Online,15800
8412,2024-03-12,12715,Santa Fe,Online,63400
8413,2024-03-12,11931,Chaco,Online,85200
8414,2024-03-12,10144,La Pampa,Online,50300
8401,2024-03-11,12285,Buenos Aires,Online,84100
8402,2024-03-11,10857,Cordoba,Online,119500
8403,2024-03-11,10188,Santa Fe,Online,97200
8404,2024-03-11,10017,Cordoba,Online,25500
8405,2024-03-11,10711,Cordoba,Online,36600
8406,2024-03-11,12981,Buenos Aires,Online,29400
8407,2024-03-11,12392,Buenos Aires,Online,52200
8408,2024-03-11,12990,Santa Fe,Online,59600
8393,2024-03-10,11493,Buenos Aires,Online,130400
8394,2024-03-10,12529,Santa Fe,Online,12100
8395,2024-03-10,13358,Santa Fe,Personal,67500
8396,2024-03-10,12614,Buenos Aires,Online,177400
8397,2024-03-10,10501,Cordoba,Personal,84000
8398,2024-03-10,11299,Santa Fe,Online,55700
8399,2024-03-10,12040,Santa Fe,Online,78000
8400,2024-03-10,12968,Buenos Aires,Online,56300
8379,2024-03-09,12626,Santa Fe,Online,87000
8380,2024-03-09,12178,Santa Fe,Online,180800
8381,2024-03-09,11975,Santa Fe,Online,49500
8382,2024-03-09,10394,Santa Fe,Online,58200
8383,2024-03-09,10435,Cordoba,Online,20400
8384,2024-03-09,12418,Santa Fe,Online,17600
8385,2024-03-09,11590,Cordoba,Online,55100
8386,2024-03-09,13246,Santa Fe,Online,51200
8387,2024-03-09,13002,Santa Fe,Online,97500
8388,2024-03-09,10539,Santa Fe,Online,97400
8389,2024-03-09,10103,Cordoba,Personal,17900
8390,2024-03-09,12075,Buenos Aires,Online,16200
8391,2024-03-09,12964,Santa Fe,Online,22300
8392,2024-03-09,11696,Cordoba,Online,77000
8370,2024-03-08,12439,Chaco,Online,73500
8371,2024-03-08,12457,Santa Fe,Online,123900
8372,2024-03-08,11464,Santa Fe,Online,41300
8373,2024-03-08,10891,Cordoba,Online,19500
8374,2024-03-08,11067,Cordoba,Online,182600
8375,2024-03-08,11905,Santa Fe,Online,37300
8376,2024-03-08,10614,Santa Fe,Online,76100
8377,2024-03-08,10744,Entre Rios,Online,97200
8378,2024-03-08,11157,Santa Fe,Online,189800
8356,2024-03-07,11907,Santa Fe,Online,19500
8357,2024-03-07,10131,Santa Fe,Online,93400
8358,2024-03-07,12857,Buenos Aires,Online,120300
8359,2024-03-07,12306,Santa Fe,Online,92000
8360,2024-03-07,10036,Santa Fe,Online,23200
8361,2024-03-07,11828,Santa Fe,Personal,63500
8362,2024-03-07,11985,Entre Rios,Personal,95500
8363,2024-03-07,12590,Entre Rios,Online,98900
8364,2024-03-07,13164,Buenos Aires,Online,141500
8365,2024-03-07,10224,Cordoba,Online,143700
8366,2024-03-07,11256,Cordoba,Personal,90000
8367,2024-03-07,10018,Santa Fe,Online,46000
8368,2024-03-07,12324,Santa Fe,Online,191100
8369,2024-03-07,10244,Santa Fe,Online,103100
8341,2024-03-06,12678,Santa Fe,Online,88600
8342,2024-03-06,13453,Cordoba,Online,113300
8343,2024-03-06,13083,Buenos Aires,Online,132800
8344,2024-03-06,12929,Buenos Aires,Online,108200
8345,2024-03-06,11017,Santa Fe,Online,170800
8346,2024-03-06,12213,Buenos Aires,Online,95200
8347,2024-03-06,13313,Buenos Aires,Online,167700
8348,2024-03-06,11591,Cordoba,Online,15700
8349,2024-03-06,10499,San Luis,Online,44500
8350,2024-03-06,12656,Santa Fe,Online,113900
8351,2024-03-06,12831,Buenos Aires,Online,81300
8352,2024-03-06,12115,Cordoba,Online,87200
8353,2024-03-06,11909,Entre Rios,Online,16200
8354,2024-03-06,10702,Santa Fe,Online,138200
8355,2024-03-06,12949,Buenos Aires,Online,51700
8328,2024-03-05,12291,Cordoba,Online,126000
8329,2024-03-05,10469,Santa Fe,Online,126700
8330,2024-03-05,10538,Cordoba,Personal,16200
8331,2024-03-05,11549,Santa Fe,Online,43100
8332,2024-03-05,12511,Santa Fe,Online,55400
8333,2024-03-05,12606,Buenos Aires,Online,132500
8334,2024-03-05,12658,Cordoba,Online,90100
8335,2024-03-05,12489,Santa Fe,Personal,51000
8336,2024-03-05,10410,Cordoba,Online,62400
8337,2024-03-05,11212,Entre Rios,Online,97900
8338,2024-03-05,13477,Buenos Aires,Online,9700
8339,2024-03-05,11612,Cordoba,Online,47600
8340,2024-03-05,11918,Santa Fe,Online,44000
8315,2024-03-04,13287,Santa Fe,Online,133700
8316,2024-03-04,12917,Santa Fe,Online,26500
8317,2024-03-04,11975,Santa Fe,Online,159300
8318,2024-03-04,13209,Santa Fe,Personal,50600
8319,2024-03-04,13381,Santa Fe,Online,101800
8320,2024-03-04,11214,Santa Fe,Online,124100
8321,2024-03-04,11495,Santa Fe,Online,146600
8322,2024-03-04,12648,Santa Fe,Online,109000
8323,2024-03-04,12237,Santa Fe,Online,67900
8324,2024-03-04,10272,Santa Fe,Online,103100
8325,2024-03-04,13491,Cordoba,Online,79000
8326,2024-03-04,10169,Santa Fe,Online,150500
8327,2024-03-04,11213,Santa Fe,Online,92600
8306,2024-03-03,10029,Santa Fe,Online,19900
8307,2024-03-03,10317,Buenos Aires,Online,45200
8308,2024-03-03,11532,Cordoba,Online,121100
8309,2024-03-03,10162,Santa Fe,Online,92600
8310,2024-03-03,10933,Cordoba,Online,127700
8311,2024-03-03,11115,Santa Fe,Online,49300
8312,2024-03-03,10643,Santa Fe,Online,114600
8313,2024-03-03,12639,Cordoba,Online,63200
8314,2024-03-03,11856,Santa Fe,Online,78800
8294,2024-03-02,10324,Santa Fe,Online,16200
8295,2024-03-02,11581,Cordoba,Online,247000
8296,2024-03-02,10422,Buenos Aires,Online,161200
8297,2024-03-02,11170,Santa Fe,Online,126800
8298,2024-03-02,11035,Santa Fe,Online,164500
8299,2024-03-02,12551,Santa Fe,Online,14800
8300,2024-03-02,13331,Cordoba,Online,159400
8301,2024-03-02,10276,Santa Fe,Online,21200
8302,2024-03-02,13093,Tucuman,Online,77100
8303,2024-03-02,11662,Buenos Aires,Online,62000
8304,2024-03-02,10734,Entre Rios,Online,41300
8305,2024-03-02,11288,Santa Fe,Personal,136000
8291,2024-03-01,10236,Santa Fe,Online,166600
8292,2024-03-01,10995,Buenos Aires,Online,152600
8293,2024-03-01,10820,Cordoba,Personal,24600
8280,2024-02-29,13106,Buenos Aires,Online,104500
8281,2024-02-29,12615,Cordoba,Online,137300
8282,2024-02-29,11407,Santa Fe,Online,65800
8283,2024-02-29,12483,Santa Fe,Online,79400
8284,2024-02-29,12854,Santa Fe,Online,69600
8285,2024-02-29,12629,Santa Fe,Online,49200
8286,2024-02-29,12197,Entre Rios,Online,88200
8287,2024-02-29,12848,Buenos Aires,Online,121200
8288,2024-02-29,11734,Santa Fe,Personal,37200
8289,2024-02-29,12219,Santa Fe,Online,11200
8290,2024-02-29,13131,Santa Fe,Online,145300
8274,2024-02-28,13226,Santa Fe,Online,149400
8275,2024-02-28,11337,Santa Fe,Online,102700
8276,2024-02-28,12379,Santa Fe,Online,64700
8277,2024-02-28,11455,Buenos Aires,Online,57600
8278,2024-02-28,13372,Entre Rios,Online,81400
8279,2024-02-28,12050,Santa Fe,Online,135600
8268,2024-02-27,12631,Santa Fe,Personal,71900
8269,2024-02-27,11936,Buenos Aires,Online,64600
8270,2024-02-27,12119,Cordoba,Online,93100
8271,2024-02-27,12458,Santa Fe,Online,32400
8272,2024-02-27,11880,Santa Fe,Online,83300
8273,2024-02-27,11383,Corrientes,Online,121300
8257,2024-02-26,11781,Santa Fe,Online,70800
8258,2024-02-26,12995,Santa Fe,Online,107700
8259,2024-02-26,12601,Buenos Aires,Online,163200
8260,2024-02-26,11464,Santa Fe,Online,35200
8261,2024-02-26,10865,Santa Fe,Online,24400
8262,2024-02-26,12215,Santa Fe,Online,44700
8263,2024-02-26,11891,Cordoba,Online,73700
8264,2024-02-26,11330,Santa Fe,Online,120700
8265,2024-02-26,11168,Cordoba,Online,107400
8266,2024-02-26,11759,Cordoba,Online,115400
8267,2024-02-26,11910,Cordoba,Online,142200
8242,2024-02-25,10616,Santa Fe,Online,15700
8243,2024-02-25,12872,Santa Fe,Online,102900
8244,2024-02-25,11739,Santa Fe,Online,78000
8245,2024-02-25,10494,Buenos Aires,Online,100200
8246,2024-02-25,11285,Santa Fe,Online,65000
8247,2024-02-25,10813,Cordoba,Online,57700
8248,2024-02-25,10494,Buenos Aires,Online,52200
8249,2024-02-25,10397,Santa Fe,Online,95200
8250,2024-02-25,12535,Santa Fe,Online,140000
8251,2024-02-25,10404,Santa Fe,Online,111900
8252,2024-02-25,12041,Santa Fe,Online,47900
8253,2024-02-25,12621,Santa Fe,Online,104600
8254,2024-02-25,10910,La Pampa,Online,199400
8255,2024-02-25,12702,Buenos Aires,Personal,120800
8256,2024-02-25,12631,Santa Fe,Online,67300
8238,2024-02-24,12316,Santa Fe,Online,168000
8239,2024-02-24,12259,Santa Fe,Online,114600
8240,2024-02-24,12048,Santa Fe,Online,215300
8241,2024-02-24,13093,Tucuman,Online,139200
8227,2024-02-23,11961,Santa Fe,Online,30700
8228,2024-02-23,12029,Santa Fe,Online,21100
8229,2024-02-23,11341,Santa Fe,Online,17100
8230,2024-02-23,10886,Santa Fe,Online,61900
8231,2024-02-23,13020,Buenos Aires,Online,129100
8232,2024-02-23,11678,Santa Fe,Online,57000
8233,2024-02-23,11140,Corrientes,Online,29100
8234,2024-02-23,13331,Cordoba,Online,51000
8235,2024-02-23,10467,Santa Fe,Online,86600
8236,2024-02-23,12396,Buenos Aires,Online,108000
8237,2024-02-23,10698,Cordoba,Online,136500
8223,2024-02-22,13475,Tucuman,Online,153800
8224,2024-02-22,12650,Santiago del Estero,Online,105100
8225,2024-02-22,10228,Santiago del Estero,Online,78400
8226,2024-02-22,12510,Santa Fe,Online,161400
8213,2024-02-21,13256,Buenos Aires,Online,66900
8214,2024-02-21,11503,Santa Fe,Online,135500
8215,2024-02-21,12062,Entre Rios,Personal,121600
8216,2024-02-21,10790,Buenos Aires,Online,14400
8217,2024-02-21,11154,Santa Fe,Online,207900
8218,2024-02-21,11442,Santa Fe,Online,34600
8219,2024-02-21,10459,Santa Fe,Online,96400
8220,2024-02-21,11586,Santa Fe,Online,116900
8221,2024-02-21,10694,Santa Fe,Online,31900
8222,2024-02-21,12292,Santa Fe,Online,62400
8203,2024-02-20,12844,Santa Fe,Online,102500
8204,2024-02-20,10591,Cordoba,Online,65200
8205,2024-02-20,11391,Santa Fe,Personal,147800
8206,2024-02-20,10330,Santa Fe,Online,102100
8207,2024-02-20,11579,Santa Fe,Online,228100
8208,2024-02-20,12892,Santa Fe,Online,139100
8209,2024-02-20,10421,Buenos Aires,Online,80800
8210,2024-02-20,11283,Buenos Aires,Online,82600
8211,2024-02-20,10078,Cordoba,Online,53300
8212,2024-02-20,12057,Santa Fe,Personal,60600
8197,2024-02-19,12460,La Pampa,Online,135200
8198,2024-02-19,10665,Santa Fe,Online,57900
8199,2024-02-19,12116,Cordoba,Online,52100
8200,2024-02-19,13190,Santa Fe,Online,124000
8201,2024-02-19,13297,Santa Fe,Online,72800
8202,2024-02-19,13198,Buenos Aires,Online,35300
8191,2024-02-18,12608,Santa Fe,Online,30700
8192,2024-02-18,13303,La Pampa,Online,97900
8193,2024-02-18,13102,Santa Fe,Online,14900
8194,2024-02-18,11346,Chaco,Online,130100
8195,2024-02-18,11211,Santa Fe,Online,132400
8196,2024-02-18,13431,Entre Rios,Online,76200
8187,2024-02-17,11385,Cordoba,Online,24200
8188,2024-02-17,13271,Buenos Aires,Online,132500
8189,2024-02-17,10849,Cordoba,Online,103200
8190,2024-02-17,12752,Santa Fe,Personal,45600
8172,2024-02-16,10032,Santa Fe,Online,8700
8173,2024-02-16,10178,Santa Fe,Online,128400
8174,2024-02-16,11358,Buenos Aires,Online,61000
8175,2024-02-16,10877,Buenos Aires,Online,98300
8176,2024-02-16,11301,Buenos Aires,Online,103500
8177,2024-02-16,12324,Santa Fe,Online,105400
8178,2024-02-16,11673,Buenos Aires,Personal,130200
8179,2024-02-16,10808,Santa Fe,Online,123000
8180,2024-02-16,10185,Santa Fe,Online,57100
8181,2024-02-16,12167,Santa Fe,Online,18600
8182,2024-02-16,12736,Cordoba,Online,18600
8183,2024-02-16,10968,Santa Fe,Online,181100
8184,2024-02-16,11884,Buenos Aires,Online,110000
8185,2024-02-16,13091,Santa Fe,Personal,50600
8186,2024-02-16,10369,Cordoba,Online,121600
8161,2024-02-15,10662,Santa Fe,Online,67200
8162,2024-02-15,12489,Santa Fe,Online,115300
8163,2024-02-15,10738,Buenos Aires,Online,111000
8164,2024-02-15,13264,Santa Fe,Online,73000
8165,2024-02-15,10207,Cordoba,Online,217200
8166,2024-02-15,13171,Santa Fe,Online,78800
8167,2024-02-15,13133,Santa Fe,Online,110100
8168,2024-02-15,10175,Santa Fe,Online,44300
8169,2024-02-15,11209,Santa Fe,Online,41600
8170,2024-02-15,12699,Buenos Aires,Online,45600
8171,2024-02-15,12353,Cordoba,Online,47600
8157,2024-02-14,10465,Buenos Aires,Online,64200
8158,2024-02-14,10432,Buenos Aires,Online,58200
8159,2024-02-14,10537,Santa Fe,Online,107000
8160,2024-02-14,10107,Corrientes,Online,194200
8147,2024-02-13,12801,Santa Fe,Personal,87200
8148,2024-02-13,10299,Cordoba,Online,115400
8149,2024-02-13,11773,Chaco,Online,83900
8150,2024-02-13,10453,Santa Fe,Online,172900
8151,2024-02-13,11074,Santa Fe,Online,112300
8152,2024-02-13,13393,Cordoba,Online,174700
8153,2024-02-13,11454,Buenos Aires,Online,190500
8154,2024-02-13,12667,Santa Fe,Online,16400
8155,2024-02-13,10234,Tucuman,Online,12600
8156,2024-02-13,11503,Santa Fe,Online,84400
8132,2024-02-12,11784,Santa Fe,Online,86300
8133,2024-02-12,12627,Santa Fe,Online,40300
8134,2024-02-12,10199,Santa Fe,Online,17600
8135,2024-02-12,12962,Santa Fe,Online,100100
8136,2024-02-12,10488,Santa Fe,Online,99500
8137,2024-02-12,12974,Santa Fe,Online,89900
8138,2024-02-12,11257,Cordoba,Online,117600
8139,2024-02-12,10282,Buenos Aires,Online,176000
8140,2024-02-12,11532,Cordoba,Online,9700
8141,2024-02-12,12195,Santa Fe,Online,108700
8142,2024-02-12,13442,Santa Fe,Online,21900
8143,2024-02-12,10579,Santa Fe,Online,103100
8144,2024-02-12,13380,Entre Rios,Online,120700
8145,2024-02-12,11418,Santa Fe,Online,116700
8146,2024-02-12,11998,Santa Fe,Online,65600
8126,2024-02-11,12227,Buenos Aires,Online,39500
8127,2024-02-11,11140,Corrientes,Online,58300
8128,2024-02-11,11244,Santa Fe,Online,96800
8129,2024-02-11,12085,Buenos Aires,Online,111300
8130,2024-02-11,12971,Santa Fe,Online,5800
8131,2024-02-11,11901,Santa Fe,Online,98400
8114,2024-02-10,13452,Santa Fe,Online,68700
8115,2024-02-10,10331,Cordoba,Online,12600
8116,2024-02-10,11254,Cordoba,Online,76700
8117,2024-02-10,11607,Corrientes,Online,164800
8118,2024-02-10,11907,Santa Fe,Online,48000
8119,2024-02-10,11310,Santa Fe,Online,41900
8120,2024-02-10,11516,Santa Fe,Personal,68200
8121,2024-02-10,12586,Santa Fe,Online,66700
8122,2024-02-10,10222,Buenos Aires,Online,81800
8123,2024-02-10,12411,Santa Fe,Online,135100
8124,2024-02-10,12158,Santa Fe,Online,115000
8125,2024-02-10,10790,Buenos Aires,Online,133800
8111,2024-02-09,10675,Santa Fe,Online,176900
8112,2024-02-09,12005,Santa Fe,Online,71600
8113,2024-02-09,12378,Buenos Aires,Online,128700
8099,2024-02-08,13016,Cordoba,Online,88000
8100,2024-02-08,12700,Cordoba,Online,65200
8101,2024-02-08,12564,Cordoba,Personal,129400
8102,2024-02-08,11805,Cordoba,Online,62800
8103,2024-02-08,11253,Buenos Aires,Online,95300
8104,2024-02-08,10437,Cordoba,Online,121400
8105,2024-02-08,10486,Santa Fe,Online,17900
8106,2024-02-08,10444,Santa Fe,Online,38400
8107,2024-02-08,11536,Santa Fe,Online,97000
8108,2024-02-08,11240,Corrientes,Online,45000
8109,2024-02-08,10182,Entre Rios,Online,122000
8110,2024-02-08,10853,Cordoba,Online,139400
8086,2024-02-07,11437,Santa Fe,Personal,55700
8087,2024-02-07,11278,Buenos Aires,Online,99300
8088,2024-02-07,10692,Santa Fe,Online,45600
8089,2024-02-07,11740,Santa Fe,Online,29400
8090,2024-02-07,12923,San Luis,Online,65300
8091,2024-02-07,10998,Santa Fe,Personal,32800
8092,2024-02-07,11663,Santa Fe,Online,126600
8093,2024-02-07,12601,Buenos Aires,Online,151200
8094,2024-02-07,10689,Cordoba,Online,39000
8095,2024-02-07,13491,Cordoba,Online,23800
8096,2024-02-07,12615,Santa Fe,Personal,24900
8097,2024-02-07,13056,Santa Fe,Online,75700
8098,2024-02-07,12729,Buenos Aires,Online,30900
8072,2024-02-06,10134,Tucuman,Online,180600
8073,2024-02-06,12368,Santa Fe,Online,84500
8074,2024-02-06,12877,Santa Fe,Online,52400
8075,2024-02-06,13458,Buenos Aires,Online,44100
8076,2024-02-06,13121,Buenos Aires,Online,152100
8077,2024-02-06,10201,Buenos Aires,Online,107600
8078,2024-02-06,11286,Santa Fe,Online,74100
8079,2024-02-06,12079,Cordoba,Online,111500
8080,2024-02-06,10863,Buenos Aires,Online,132800
8081,2024-02-06,10578,Santa Fe,Online,193600
8082,2024-02-06,12024,Buenos Aires,Online,163700
8083,2024-02-06,12349,Santa Fe,Online,66600
8084,2024-02-06,10044,Santa Fe,Online,133200
8085,2024-02-06,11684,Santa Fe,Online,124500
8058,2024-02-05,13162,Santa Fe,Online,29800
8059,2024-02-05,10576,Santa Fe,Online,18600
8060,2024-02-05,12462,Cordoba,Online,124600
8061,2024-02-05,13049,Cordoba,Personal,193500
8062,2024-02-05,11247,Cordoba,Online,61400
8063,2024-02-05,10975,Buenos Aires,Online,17900
8064,2024-02-05,10997,Santa Fe,Online,45800
8065,2024-02-05,12588,Santa Fe,Online,45000
8066,2024-02-05,12347,Santa Fe,Online,26500
8067,2024-02-05,10146,Santa Fe,Personal,133300
8068,2024-02-05,13033,Santa Fe,Online,107100
8069,2024-02-05,13403,Santa Fe,Online,69800
8070,2024-02-05,12757,Santa Fe,Online,118100
8071,2024-02-05,12165,Santa Fe,Online,53900
8054,2024-02-04,12815,Santa Fe,Online,230200
8055,2024-02-04,10411,Corrientes,Online,42000
8056,2024-02-04,13180,Santiago del Estero,Online,58400
8057,2024-02-04,11416,Santa Fe,Online,90800
8043,2024-02-03,12944,Santa Fe,Online,71400
8044,2024-02-03,11347,Santa Fe,Online,100300
8045,2024-02-03,10679,Tucuman,Online,118000
8046,2024-02-03,11672,Santa Fe,Online,119800
8047,2024-02-03,13153,Santa Fe,Online,99000
8048,2024-02-03,10309,Santa Fe,Online,14400
8049,2024-02-03,12283,Cordoba,Online,72000
8050,2024-02-03,12045,Santa Fe,Online,13400
8051,2024-02-03,11315,Santa Fe,Online,194000
8052,2024-02-03,10128,Cordoba,Online,84100
8053,2024-02-03,11202,Buenos Aires,Online,66600
8032,2024-02-02,11598,Santa Fe,Online,71800
8033,2024-02-02,10494,Buenos Aires,Online,53700
8034,2024-02-02,13047,Santa Fe,Online,58100
8035,2024-02-02,12271,Buenos Aires,Online,100900
8036,2024-02-02,11269,Santa Fe,Online,125800
8037,2024-02-02,11214,Santa Fe,Online,53400
8038,2024-02-02,13324,Santa Fe,Online,127000
8039,2024-02-02,10681,Cordoba,Online,66000
8040,2024-02-02,13041,Santa Fe,Personal,48600
8041,2024-02-02,11983,Cordoba,Online,66400
8042,2024-02-02,10800,Santa Fe,Online,8100
8019,2024-02-01,12129,Buenos Aires,Online,142400
8020,2024-02-01,10595,Santa Fe,Personal,36600
8021,2024-02-01,10846,Buenos Aires,Online,123000
8022,2024-02-01,12070,Santa Fe,Online,6900
8023,2024-02-01,12772,Buenos Aires,Online,54800
8024,2024-02-01,12154,Santa Fe,Online,69800
8025,2024-02-01,10051,Santa Fe,Online,85700
8026,2024-02-01,10132,Cordoba,Online,71000
8027,2024-02-01,10845,Cordoba,Online,103400
8028,2024-02-01,11179,Santa Fe,Online,97300
8029,2024-02-01,12205,Santa Fe,Online,31500
8030,2024-02-01,12267,Santa Fe,Online,146700
8031,2024-02-01,13310,Santa Fe,Personal,47900
8006,2024-01-31,10599,Buenos Aires,Online,49200
8007,2024-01-31,10313,Santa Fe,Online,169400
8008,2024-01-31,11347,Santa Fe,Online,124800
8009,2024-01-31,10233,Santiago del Estero,Online,6900
8010,2024-01-31,12723,Buenos Aires,Online,102500
8011,2024-01-31,11990,Buenos Aires,Online,53800
8012,2024-01-31,13292,Santa Fe,Online,50000
8013,2024-01-31,10174,La Pampa,Online,192900
8014,2024-01-31,10307,Cordoba,Online,50700
8015,2024-01-31,13488,Santa Fe,Online,181700
8016,2024-01-31,13344,Santa Fe,Online,52500
8017,2024-01-31,13027,Santa Fe,Online,22900
8018,2024-01-31,10726,Cordoba,Online,104200
7993,2024-01-30,12106,Santa Fe,Online,72300
7994,2024-01-30,12780,Buenos Aires,Online,155000
7995,2024-01-30,13038,Santa Fe,Online,19500
7996,2024-01-30,11584,Santa Fe,Online,39800
7997,2024-01-30,12690,Cordoba,Online,120000
7998,2024-01-30,11271,Santa Fe,Online,30200
7999,2024-01-30,10850,Buenos Aires,Online,98900
8000,2024-01-30,12151,Santa Fe,Personal,100800
8001,2024-01-30,12214,Santa Fe,Online,108900
8002,2024-01-30,11903,Santa Fe,Online,180900
8003,2024-01-30,13413,Santa Fe,Online,92600
8004,2024-01-30,10477,Santa Fe,Online,48200
8005,2024-01-30,12177,Santa Fe,Online,58200
7982,2024-01-29,10333,Santa Fe,Online,81700
7983,2024-01-29,12585,Santa Fe,Online,24300
7984,2024-01-29,10365,Cordoba,Online,64600
7985,2024-01-29,11773,Chaco,Online,54700
7986,2024-01-29,10005,Cordoba,Online,66500
7987,2024-01-29,10040,Corrientes,Online,122200
7988,2024-01-29,11978,Santa Fe,Online,145200
7989,2024-01-29,11493,Buenos Aires,Online,185800
7990,2024-01-29,12946,Santa Fe,Online,64000
7991,2024-01-29,11910,Cordoba,Online,17400
7992,2024-01-29,13279,Entre Rios,Online,188800
