factura_id,cliente_id,cantidad,monto_pesos,producto_id,fecha
10022,11896,2,14800,29007,2024-09-27
10023,12296,1,12600,20014,2024-09-27
10024,10234,2,53000,33012,2024-09-27
10024,10234,3,24600,12006,2024-09-27
10025,10433,1,8800,11015,2024-09-27
10025,10433,1,8800,11002,2024-09-27
10025,10433,1,26500,33012,2024-09-27
10025,10433,3,24300,44010,2024-09-27
10003,11525,1,19900,38012,2024-09-26
10003,11525,2,11000,36013,2024-09-26
10003,11525,1,19500,13013,2024-09-26
10004,10101,1,12100,34010,2024-09-26
10004,10101,2,59600,15014,2024-09-26
10004,10101,2,19400,3001,2024-09-26
10004,10101,1,27800,6009,2024-09-26
10004,10101,1,24600,24002,2024-09-26
10004,10101,2,16200,44010,2024-09-26
10005,10894,2,16200,44009,2024-09-26
10005,10894,1,14400,21011,2024-09-26
10005,10894,1,29800,15002,2024-09-26
10005,10894,1,12100,34012,2024-09-26
10005,10894,3,47400,2002,2024-09-26
10006,10702,1,8100,44010,2024-09-26
10006,10702,1,10900,41005,2024-09-26
10006,10702,2,25200,20002,2024-09-26
10007,11006,1,27800,6001,2024-09-26
10007,11006,1,18600,39005,2024-09-26
10007,11006,1,14800,1001,2024-09-26
10007,11006,2,39800,38015,2024-09-26
10008,13066,1,27800,6001,2024-09-26
10008,13066,3,17400,10004,2024-09-26
10008,13066,1,15800,2012,2024-09-26
10008,13066,2,13800,31006,2024-09-26
10008,13066,1,18600,39005,2024-09-26
10008,13066,1,6900,31011,2024-09-26
10009,11801,1,21000,26015,2024-09-26
10009,11801,1,23300,42003,2024-09-26
10009,11801,2,17400,35009,2024-09-26
10009,11801,2,34800,7008,2024-09-26
10009,11801,2,34600,22006,2024-09-26
10009,11801,1,8700,35004,2024-09-26
10010,12543,1,8200,12006,2024-09-26
10010,12543,2,34800,7005,2024-09-26
10010,12543,1,19900,38007,2024-09-26
10011,10640,3,93600,43014,2024-09-26
10011,10640,3,33600,19014,2024-09-26
10011,10640,3,44400,1001,2024-09-26
10011,10640,1,6900,31006,2024-09-26
10012,13041,1,27800,6009,2024-09-26
10012,13041,1,8100,44004,2024-09-26
10012,13041,2,13600,45013,2024-09-26
10012,13041,1,24600,24002,2024-09-26
10012,13041,1,21000,26011,2024-09-26
9994,11761,3,58200,49015,2024-09-25
9995,11413,1,9700,3007,2024-09-25
9995,11413,1,24600,24015,2024-09-25
9995,11413,1,7600,30010,2024-09-25
9996,10996,1,6900,31011,2024-09-25
9996,10996,1,7600,30015,2024-09-25
9996,10996,1,12100,34013,2024-09-25
9996,10996,1,19400,49013,2024-09-25
9997,11004,2,15200,30010,2024-09-25
9997,11004,1,24600,24015,2024-09-25
9997,11004,1,24600,24014,2024-09-25
9998,13394,1,9700,3009,2024-09-25
9998,13394,2,28800,21008,2024-09-25
9998,13394,2,12400,9012,2024-09-25
9999,13236,2,35800,27001,2024-09-25
9999,13236,2,34600,48002,2024-09-25
9999,13236,1,6800,45013,2024-09-25
9999,13236,1,12100,34005,2024-09-25
9999,13236,3,44700,40002,2024-09-25
9999,13236,3,63300,18013,2024-09-25
10000,12065,1,7400,29005,2024-09-25
10000,12065,1,14400,21008,2024-09-25
10001,11596,2,17400,35009,2024-09-25
10001,11596,2,37200,39015,2024-09-25
10001,11596,1,14900,40002,2024-09-25
10001,11596,2,32200,28013,2024-09-25
10001,11596,1,12100,34005,2024-09-25
10002,12107,1,15700,16006,2024-09-25
10002,12107,1,14800,1004,2024-09-25
10002,12107,2,34800,7007,2024-09-25
10002,12107,2,11000,36001,2024-09-25
9990,12456,1,18600,39001,2024-09-24
9990,12456,1,14900,40012,2024-09-24
9991,10187,1,6900,31011,2024-09-24
9991,10187,1,21100,18005,2024-09-24
9991,10187,1,16200,47008,2024-09-24
9991,10187,1,12600,20002,2024-09-24
9991,10187,2,42400,4002,2024-09-24
9991,10187,1,23800,32005,2024-09-24
9992,10713,2,12400,9007,2024-09-24
9993,11114,2,34800,7009,2024-09-24
9993,11114,1,16200,47008,2024-09-24
9993,11114,1,21000,26015,2024-09-24
9993,11114,1,18600,39009,2024-09-24
9993,11114,2,32200,28013,2024-09-24
9983,10753,1,12600,20002,2024-09-23
9983,10753,1,17400,7004,2024-09-23
9984,11924,1,12600,20014,2024-09-23
9984,11924,3,24300,44005,2024-09-23
9984,11924,2,49200,24014,2024-09-23
9984,11924,1,9700,3012,2024-09-23
9984,11924,1,23300,42003,2024-09-23
9984,11924,3,44400,1011,2024-09-23
9985,12057,1,27800,6011,2024-09-23
9986,11975,1,16200,47008,2024-09-23
9986,11975,1,15800,2012,2024-09-23
9986,11975,2,13600,45013,2024-09-23
9986,11975,1,23300,42012,2024-09-23
9987,11975,2,25200,20014,2024-09-23
9987,11975,1,22500,25003,2024-09-23
9987,11975,1,29800,15014,2024-09-23
9987,11975,2,24200,34012,2024-09-23
9987,11975,1,16200,47006,2024-09-23
9987,11975,2,45000,25008,2024-09-23
9988,12572,2,25200,20002,2024-09-23
9988,12572,1,23300,42003,2024-09-23
9988,12572,2,31400,16014,2024-09-23
9988,12572,1,22500,25008,2024-09-23
9988,12572,3,83400,6011,2024-09-23
9989,10364,1,14900,40006,2024-09-23
9989,10364,1,17400,7007,2024-09-23
9974,12273,2,38800,49013,2024-09-22
9975,12601,1,12600,20014,2024-09-22
9976,10719,2,11000,36013,2024-09-22
9976,10719,2,19400,3007,2024-09-22
9976,10719,2,28800,21008,2024-09-22
9976,10719,2,24200,34012,2024-09-22
9976,10719,1,27800,6009,2024-09-22
9977,11390,1,8700,35004,2024-09-22
9977,11390,1,19900,38014,2024-09-22
9977,11390,2,24200,34007,2024-09-22
9977,11390,2,13800,31004,2024-09-22
9977,11390,1,11200,19014,2024-09-22
9977,11390,2,29600,1011,2024-09-22
9978,12653,1,5800,10003,2024-09-22
9979,11165,1,7600,30010,2024-09-22
9979,11165,1,24600,24014,2024-09-22
9980,10068,2,59600,15002,2024-09-22
9980,10068,1,15700,16011,2024-09-22
9980,10068,2,47600,32003,2024-09-22
9981,11567,1,23300,42008,2024-09-22
9982,13055,1,14900,40002,2024-09-22
9969,12082,2,62400,43009,2024-09-21
9969,12082,1,17900,27006,2024-09-21
9970,11719,1,15700,16010,2024-09-21
9970,11719,2,32400,47001,2024-09-21
9970,11719,1,11200,19014,2024-09-21
9971,13267,2,37200,39005,2024-09-21
9971,13267,2,28800,21008,2024-09-21
9971,13267,1,7400,29002,2024-09-21
9971,13267,1,15800,46013,2024-09-21
9972,12031,1,14900,40009,2024-09-21
9972,12031,2,16200,44010,2024-09-21
9972,12031,1,16200,47006,2024-09-21
9972,12031,1,31200,43003,2024-09-21
9972,12031,1,28700,5009,2024-09-21
9972,12031,3,58200,49015,2024-09-21
9973,12338,2,28800,21011,2024-09-21
9955,10132,1,8100,44014,2024-09-20
9955,10132,1,14400,21005,2024-09-20
9955,10132,2,31400,16011,2024-09-20
9956,11417,1,19900,38007,2024-09-20
9956,11417,1,23300,42008,2024-09-20
9956,11417,2,14800,29007,2024-09-20
9956,11417,1,17400,7004,2024-09-20
9957,13168,2,29600,1012,2024-09-20
9958,12696,1,6800,45013,2024-09-20
9958,12696,1,9700,3009,2024-09-20
9959,11637,1,18200,17011,2024-09-20
9959,11637,1,5500,36001,2024-09-20
9959,11637,1,17900,27006,2024-09-20
9959,11637,1,21100,18013,2024-09-20
9959,11637,1,29800,15014,2024-09-20
9960,10050,1,21000,26011,2024-09-20
9961,11077,3,20700,31004,2024-09-20
9961,11077,3,53700,27001,2024-09-20
9961,11077,2,59600,15009,2024-09-20
9961,11077,2,15200,30015,2024-09-20
9961,11077,1,24600,24011,2024-09-20
9961,11077,2,36400,17011,2024-09-20
9962,12327,2,39600,8013,2024-09-20
9962,12327,1,6900,31007,2024-09-20
9962,12327,1,17300,22006,2024-09-20
9962,12327,2,39800,38015,2024-09-20
9962,12327,2,36400,17012,2024-09-20
9963,10896,2,29600,1004,2024-09-20
9963,10896,2,12400,9012,2024-09-20
9964,11651,1,14800,1011,2024-09-20
9965,10047,1,18600,39015,2024-09-20
9965,10047,1,14800,1012,2024-09-20
9966,10770,1,16200,47001,2024-09-20
9966,10770,1,14400,21008,2024-09-20
9966,10770,1,21000,26015,2024-09-20
9967,10778,1,27800,6011,2024-09-20
9967,10778,2,34600,48002,2024-09-20
9967,10778,1,9700,3012,2024-09-20
9968,13110,2,34600,22015,2024-09-20
9947,12595,1,5500,36013,2024-09-19
9947,12595,2,36400,17002,2024-09-19
9947,12595,1,14400,21008,2024-09-19
9947,12595,3,54900,14012,2024-09-19
9947,12595,1,31200,43013,2024-09-19
9947,12595,1,17300,22006,2024-09-19
9948,10230,1,14400,21005,2024-09-19
9949,10051,2,20600,23005,2024-09-19
9949,10051,2,31400,16011,2024-09-19
9949,10051,2,29600,1011,2024-09-19
9949,10051,1,12100,34010,2024-09-19
9949,10051,1,31200,43013,2024-09-19
9949,10051,1,31200,43009,2024-09-19
9950,10842,1,17400,7010,2024-09-19
9950,10842,1,14900,40006,2024-09-19
9950,10842,2,39800,38015,2024-09-19
9950,10842,1,14800,1001,2024-09-19
9950,10842,1,15800,2012,2024-09-19
9950,10842,2,34800,7009,2024-09-19
9951,11503,1,19900,38012,2024-09-19
9951,11503,1,8700,35009,2024-09-19
9951,11503,2,45000,25004,2024-09-19
9951,11503,1,27800,6004,2024-09-19
9951,11503,1,5500,36015,2024-09-19
9951,11503,1,6200,9007,2024-09-19
9952,11440,1,15700,16005,2024-09-19
9952,11440,2,39600,8013,2024-09-19
9952,11440,1,16200,47008,2024-09-19
9952,11440,2,37200,39015,2024-09-19
9952,11440,3,51900,22006,2024-09-19
9952,11440,2,42200,18013,2024-09-19
9953,10965,1,31200,43002,2024-09-19
9953,10965,2,39800,38014,2024-09-19
9954,13340,2,39600,8013,2024-09-19
9954,13340,1,24600,24002,2024-09-19
9941,11806,1,15700,16005,2024-09-18
9941,11806,1,14800,1011,2024-09-18
9941,11806,1,17400,7004,2024-09-18
9942,11800,1,18200,17012,2024-09-18
9942,11800,1,8100,44010,2024-09-18
9942,11800,2,34600,48002,2024-09-18
9943,12244,1,14400,21011,2024-09-18
9943,12244,2,35800,27006,2024-09-18
9943,12244,3,63600,4002,2024-09-18
9944,13244,1,18600,39015,2024-09-18
9944,13244,1,31200,43005,2024-09-18
9944,13244,1,27800,6011,2024-09-18
9945,13224,1,8100,44010,2024-09-18
9945,13224,1,14800,1002,2024-09-18
9945,13224,1,14400,21006,2024-09-18
9945,13224,1,12100,34007,2024-09-18
9945,13224,1,15700,16011,2024-09-18
9946,10519,2,46600,42012,2024-09-18
9946,10519,1,8800,11007,2024-09-18
9926,11047,2,47600,32003,2024-09-17
9926,11047,2,29800,40002,2024-09-17
9927,12190,2,13800,31011,2024-09-17
9927,12190,2,28800,21008,2024-09-17
9927,12190,1,23300,42008,2024-09-17
9927,12190,1,19900,38002,2024-09-17
9927,12190,1,17900,27011,2024-09-17
9928,13436,1,17400,7007,2024-09-17
9928,13436,1,31200,43009,2024-09-17
9928,13436,2,49200,24003,2024-09-17
9928,13436,1,15700,16011,2024-09-17
9929,10864,1,7600,30015,2024-09-17
9929,10864,1,18200,17004,2024-09-17
9930,10808,1,15800,2002,2024-09-17
9930,10808,1,8800,11015,2024-09-17
9930,10808,2,34600,48002,2024-09-17
9931,10876,1,7400,29007,2024-09-17
9931,10876,1,8100,44010,2024-09-17
9932,11134,2,17600,11002,2024-09-17
9933,13235,2,31600,46013,2024-09-17
9933,13235,1,21100,18005,2024-09-17
9933,13235,1,17900,27006,2024-09-17
9934,10408,1,21000,26015,2024-09-17
9934,10408,1,15700,16010,2024-09-17
9934,10408,1,6900,31007,2024-09-17
9934,10408,2,49200,24003,2024-09-17
9935,13412,1,23300,42008,2024-09-17
9935,13412,2,29800,40011,2024-09-17
9935,13412,1,8800,11015,2024-09-17
9935,13412,2,31400,16005,2024-09-17
9936,11790,1,27800,6012,2024-09-17
9936,11790,1,12100,34013,2024-09-17
9936,11790,1,8100,44014,2024-09-17
9936,11790,1,18200,17004,2024-09-17
9936,11790,1,15700,16011,2024-09-17
9936,11790,1,31200,43009,2024-09-17
9937,11041,1,23800,32005,2024-09-17
9937,11041,1,18200,17002,2024-09-17
9937,11041,1,8200,12006,2024-09-17
9937,11041,1,14800,1005,2024-09-17
9938,13217,2,24200,34005,2024-09-17
9938,13217,1,9700,3001,2024-09-17
9938,13217,1,12100,34007,2024-09-17
9939,10414,1,8800,11015,2024-09-17
9939,10414,2,36400,17004,2024-09-17
9939,10414,3,20700,31006,2024-09-17
9939,10414,1,21200,4002,2024-09-17
9940,11177,1,6900,31007,2024-09-17
9940,11177,2,28800,21005,2024-09-17
9940,11177,1,31200,43009,2024-09-17
9922,12450,1,19900,38007,2024-09-16
9922,12450,1,28700,5004,2024-09-16
9922,12450,1,29800,15007,2024-09-16
9922,12450,1,19800,8013,2024-09-16
9922,12450,1,21000,26011,2024-09-16
9923,11380,1,21100,18013,2024-09-16
9924,11931,1,31200,43005,2024-09-16
9924,11931,1,29800,15009,2024-09-16
9925,12108,2,57400,5004,2024-09-16
9925,12108,2,32400,47015,2024-09-16
9925,12108,1,16200,47010,2024-09-16
9925,12108,1,26500,33012,2024-09-16
9925,12108,1,9700,3009,2024-09-16
9925,12108,1,5800,10003,2024-09-16
9915,13313,1,26500,33012,2024-09-15
9915,13313,1,17400,7005,2024-09-15
9915,13313,2,32400,47006,2024-09-15
9915,13313,2,32400,47001,2024-09-15
9915,13313,1,21000,26015,2024-09-15
9916,11352,1,24600,24002,2024-09-15
9916,11352,2,32400,47006,2024-09-15
9916,11352,1,17400,7008,2024-09-15
9916,11352,1,12100,34007,2024-09-15
9916,11352,3,53700,27015,2024-09-15
9916,11352,2,55600,6011,2024-09-15
9917,13346,2,34800,7004,2024-09-15
9917,13346,1,17900,27006,2024-09-15
9918,11097,1,14400,21011,2024-09-15
9918,11097,1,12600,20014,2024-09-15
9918,11097,1,7400,29002,2024-09-15
9918,11097,1,17400,7009,2024-09-15
9918,11097,1,8800,11007,2024-09-15
9919,11223,1,18300,14012,2024-09-15
9919,11223,2,32400,47010,2024-09-15
9919,11223,1,24600,24010,2024-09-15
9919,11223,1,8800,11007,2024-09-15
9919,11223,2,17400,35003,2024-09-15
9919,11223,1,14800,1004,2024-09-15
9920,12259,2,42000,26012,2024-09-15
9920,12259,2,29600,1001,2024-09-15
9920,12259,1,17400,7005,2024-09-15
9920,12259,2,17600,11015,2024-09-15
9920,12259,3,79500,33012,2024-09-15
9920,12259,2,22400,19014,2024-09-15
9921,10640,1,24600,24014,2024-09-15
9921,10640,2,47600,32003,2024-09-15
9921,10640,1,5500,36015,2024-09-15
9921,10640,2,32400,47001,2024-09-15
9921,10640,2,42200,18005,2024-09-15
9921,10640,1,27800,6009,2024-09-15
9911,10664,1,21100,18013,2024-09-14
9911,10664,1,19400,49014,2024-09-14
9911,10664,1,15700,16006,2024-09-14
9911,10664,1,11200,19014,2024-09-14
9911,10664,1,24600,24011,2024-09-14
9911,10664,1,6900,31004,2024-09-14
9912,13189,1,14400,21008,2024-09-14
9912,13189,1,15700,16005,2024-09-14
9913,13274,1,22500,25004,2024-09-14
9913,13274,1,9700,3002,2024-09-14
9913,13274,2,59600,15007,2024-09-14
9913,13274,1,14800,1002,2024-09-14
9913,13274,1,18600,39005,2024-09-14
9913,13274,1,8800,11015,2024-09-14
9914,11561,1,7400,29002,2024-09-14
9914,11561,1,18200,17002,2024-09-14
9914,11561,1,19900,38007,2024-09-14
9914,11561,2,31400,16005,2024-09-14
9914,11561,1,29800,15007,2024-09-14
9914,11561,1,16200,47010,2024-09-14
9900,10895,1,8800,11002,2024-09-13
9900,10895,3,53700,27006,2024-09-13
9900,10895,1,9700,3002,2024-09-13
9900,10895,1,7400,29007,2024-09-13
9900,10895,1,10900,41005,2024-09-13
9900,10895,1,27800,6004,2024-09-13
9901,11065,3,67500,25007,2024-09-13
9901,11065,2,16200,44005,2024-09-13
9901,11065,1,6900,31008,2024-09-13
9901,11065,1,8700,35003,2024-09-13
9901,11065,1,14900,40011,2024-09-13
9901,11065,3,29100,3002,2024-09-13
9902,12117,1,14900,40002,2024-09-13
9902,12117,2,36400,17002,2024-09-13
9902,12117,2,42000,26015,2024-09-13
9902,12117,1,6300,37003,2024-09-13
9903,13417,1,17900,27011,2024-09-13
9904,11223,3,54600,17004,2024-09-13
9905,11214,2,25200,20002,2024-09-13
9905,11214,2,36400,17012,2024-09-13
9906,11187,1,15800,46009,2024-09-13
9907,12452,1,18200,17001,2024-09-13
9907,12452,3,47400,46009,2024-09-13
9907,12452,1,6900,31004,2024-09-13
9907,12452,1,5500,36015,2024-09-13
9907,12452,1,17400,7008,2024-09-13
9908,11274,1,15800,46013,2024-09-13
9908,11274,2,45000,25003,2024-09-13
9909,11002,3,59700,38015,2024-09-13
9909,11002,1,14800,1001,2024-09-13
9909,11002,1,19400,49014,2024-09-13
9909,11002,2,46600,42012,2024-09-13
9910,10243,2,36400,17011,2024-09-13
9910,10243,3,29100,3010,2024-09-13
9910,10243,2,28800,21008,2024-09-13
9896,11594,1,21200,4002,2024-09-12
9897,10266,2,46600,42008,2024-09-12
9897,10266,2,12600,37003,2024-09-12
9898,10288,1,17400,7008,2024-09-12
9898,10288,1,17900,27011,2024-09-12
9898,10288,2,19400,3007,2024-09-12
9898,10288,1,19400,49015,2024-09-12
9899,10969,1,15700,16006,2024-09-12
9899,10969,2,45000,25008,2024-09-12
9899,10969,1,8100,44011,2024-09-12
9899,10969,3,79500,33009,2024-09-12
9899,10969,3,36300,34012,2024-09-12
9899,10969,1,18200,17002,2024-09-12
9891,10308,2,31600,2012,2024-09-11
9891,10308,2,24200,34007,2024-09-11
9891,10308,1,14800,1011,2024-09-11
9891,10308,2,31400,16010,2024-09-11
9891,10308,2,29600,1005,2024-09-11
9891,10308,1,17900,27006,2024-09-11
9892,10903,2,11600,10004,2024-09-11
9892,10903,1,9700,3001,2024-09-11
9893,11290,2,31400,16005,2024-09-11
9893,11290,1,8100,44005,2024-09-11
9893,11290,2,59600,15014,2024-09-11
9893,11290,2,45000,25012,2024-09-11
9893,11290,1,27800,6012,2024-09-11
9894,11032,2,39000,13013,2024-09-11
9895,10688,1,18600,39009,2024-09-11
9895,10688,1,19900,38010,2024-09-11
9895,10688,1,28700,5004,2024-09-11
9895,10688,1,31200,43013,2024-09-11
9895,10688,3,22200,29007,2024-09-11
9886,13349,2,42400,4002,2024-09-10
9886,13349,3,16500,36013,2024-09-10
9886,13349,2,39800,38015,2024-09-10
9886,13349,2,39800,38010,2024-09-10
9886,13349,1,12100,34005,2024-09-10
9887,12911,3,20400,45006,2024-09-10
9888,13383,1,14900,40012,2024-09-10
9888,13383,1,17900,27001,2024-09-10
9888,13383,1,29800,15014,2024-09-10
9888,13383,1,8800,11015,2024-09-10
9888,13383,3,59700,38012,2024-09-10
9889,12190,1,8700,35009,2024-09-10
9890,12262,1,31200,43005,2024-09-10
9884,11524,2,17600,11007,2024-09-09
9885,13370,2,13600,45013,2024-09-09
9885,13370,2,13600,45006,2024-09-09
9871,11154,2,14800,29002,2024-09-08
9871,11154,1,5500,36015,2024-09-08
9871,11154,1,14400,21005,2024-09-08
9871,11154,3,63600,4002,2024-09-08
9872,13042,2,57400,5004,2024-09-08
9872,13042,1,17300,22006,2024-09-08
9872,13042,1,18200,17002,2024-09-08
9872,13042,2,11000,36001,2024-09-08
9873,10617,1,14900,40011,2024-09-08
9873,10617,3,52200,7004,2024-09-08
9873,10617,2,17600,11015,2024-09-08
9873,10617,2,11000,36001,2024-09-08
9873,10617,2,17400,35006,2024-09-08
9873,10617,1,24600,24015,2024-09-08
9874,12054,1,16200,47008,2024-09-08
9874,12054,1,31200,43005,2024-09-08
9875,12516,2,39800,38002,2024-09-08
9875,12516,1,6900,31006,2024-09-08
9875,12516,1,8800,11007,2024-09-08
9875,12516,1,19500,13010,2024-09-08
9875,12516,2,62400,43013,2024-09-08
9876,12830,1,8100,44009,2024-09-08
9876,12830,2,49200,24015,2024-09-08
9876,12830,3,73800,24010,2024-09-08
9876,12830,1,22500,25003,2024-09-08
9876,12830,1,6900,31008,2024-09-08
9877,10660,1,21000,26012,2024-09-08
9877,10660,2,47600,32005,2024-09-08
9877,10660,1,9700,3009,2024-09-08
9877,10660,1,9700,3001,2024-09-08
9877,10660,2,16200,44011,2024-09-08
9877,10660,2,29600,1005,2024-09-08
9878,11897,1,16200,47006,2024-09-08
9878,11897,3,55800,39005,2024-09-08
9878,11897,1,18200,17002,2024-09-08
9878,11897,1,14800,1002,2024-09-08
9878,11897,1,29800,15009,2024-09-08
9879,11152,1,12100,34010,2024-09-08
9879,11152,1,27800,6012,2024-09-08
9879,11152,2,49200,24002,2024-09-08
9880,10094,1,14800,1001,2024-09-08
9880,10094,1,12600,20002,2024-09-08
9880,10094,1,18600,39005,2024-09-08
9880,10094,1,8100,44014,2024-09-08
9880,10094,2,31400,16005,2024-09-08
9880,10094,1,9700,3010,2024-09-08
9881,12424,1,10300,23011,2024-09-08
9882,12295,1,18200,17012,2024-09-08
9882,12295,2,13600,45013,2024-09-08
9882,12295,1,6900,31004,2024-09-08
9882,12295,3,44400,1001,2024-09-08
9882,12295,1,24600,24014,2024-09-08
9882,12295,2,36400,17004,2024-09-08
9883,11894,1,31200,43003,2024-09-08
9883,11894,1,17900,27015,2024-09-08
9861,10499,1,7400,29005,2024-09-07
9861,10499,1,15800,2002,2024-09-07
9861,10499,3,44700,40005,2024-09-07
9861,10499,1,8100,44014,2024-09-07
9862,11206,1,15800,46009,2024-09-07
9862,11206,2,16200,44009,2024-09-07
9862,11206,1,9700,3002,2024-09-07
9863,12160,1,6900,31008,2024-09-07
9863,12160,1,21000,26015,2024-09-07
9863,12160,1,8800,11007,2024-09-07
9863,12160,1,15700,16005,2024-09-07
9864,13327,1,23800,32003,2024-09-07
9864,13327,1,29800,15007,2024-09-07
9864,13327,1,5800,10004,2024-09-07
9864,13327,2,53000,33009,2024-09-07
9864,13327,1,18200,17011,2024-09-07
9864,13327,2,19400,3010,2024-09-07
9865,11431,2,31600,2002,2024-09-07
9865,11431,1,14800,1004,2024-09-07
9865,11431,1,18600,39009,2024-09-07
9865,11431,1,22500,25008,2024-09-07
9865,11431,2,42200,18005,2024-09-07
9866,12556,1,17400,7004,2024-09-07
9866,12556,2,24200,34013,2024-09-07
9866,12556,2,46600,42001,2024-09-07
9867,13306,1,8800,11002,2024-09-07
9867,13306,2,29600,1012,2024-09-07
9867,13306,1,6900,31007,2024-09-07
9868,10236,1,14900,40005,2024-09-07
9868,10236,2,42000,26011,2024-09-07
9868,10236,3,36300,34010,2024-09-07
9868,10236,1,23800,32003,2024-09-07
9869,12712,1,23800,32005,2024-09-07
9869,12712,1,8200,12006,2024-09-07
9870,10701,2,42200,18005,2024-09-07
9870,10701,2,38800,49013,2024-09-07
9847,12008,1,22500,25003,2024-09-06
9847,12008,1,31200,43002,2024-09-06
9847,12008,2,13800,31007,2024-09-06
9847,12008,3,24300,44011,2024-09-06
9847,12008,1,8700,35006,2024-09-06
9847,12008,2,55600,6011,2024-09-06
9848,11331,2,32400,47008,2024-09-06
9848,11331,1,22500,25003,2024-09-06
9849,10794,1,8700,35009,2024-09-06
9849,10794,1,29800,15014,2024-09-06
9849,10794,1,10900,41005,2024-09-06
9849,10794,2,29600,1002,2024-09-06
9850,12702,1,21200,4002,2024-09-06
9850,12702,3,54600,17012,2024-09-06
9850,12702,1,15700,16011,2024-09-06
9850,12702,1,28700,5004,2024-09-06
9851,10033,3,43200,21011,2024-09-06
9852,10172,3,44700,40005,2024-09-06
9853,13086,1,15800,2002,2024-09-06
9854,10867,2,45000,25004,2024-09-06
9854,10867,1,15700,16014,2024-09-06
9854,10867,1,28700,5009,2024-09-06
9854,10867,2,29600,1002,2024-09-06
9854,10867,2,49200,24003,2024-09-06
9854,10867,2,35800,27015,2024-09-06
9855,12287,1,10300,23011,2024-09-06
9856,13260,3,22200,29002,2024-09-06
9857,10571,2,45000,25012,2024-09-06
9858,12820,1,16200,47001,2024-09-06
9858,12820,2,17600,11002,2024-09-06
9858,12820,1,17400,7009,2024-09-06
9859,12226,1,24600,24014,2024-09-06
9860,11175,1,19900,38012,2024-09-06
9860,11175,1,18300,14012,2024-09-06
9860,11175,3,58200,49015,2024-09-06
9860,11175,1,19900,38002,2024-09-06
9860,11175,1,5800,10003,2024-09-06
9844,11366,2,12600,37011,2024-09-05
9844,11366,1,23800,32003,2024-09-05
9844,11366,2,11000,36001,2024-09-05
9844,11366,2,34800,7009,2024-09-05
9844,11366,1,10300,23005,2024-09-05
9845,10605,1,19400,49015,2024-09-05
9845,10605,1,17900,27015,2024-09-05
9845,10605,2,17600,11015,2024-09-05
9846,10293,1,19500,13013,2024-09-05
9846,10293,1,21000,26015,2024-09-05
9846,10293,1,19900,38007,2024-09-05
9846,10293,3,44400,1012,2024-09-05
9846,10293,3,58200,49015,2024-09-05
9846,10293,1,17900,27001,2024-09-05
9830,13179,1,21200,4002,2024-09-04
9830,13179,2,39800,38007,2024-09-04
9830,13179,1,22500,25003,2024-09-04
9831,12042,2,35800,27015,2024-09-04
9832,11151,1,15700,16014,2024-09-04
9832,11151,1,19900,38012,2024-09-04
9832,11151,1,27800,6004,2024-09-04
9832,11151,1,18200,17002,2024-09-04
9833,11477,1,21000,26011,2024-09-04
9833,11477,3,63000,26015,2024-09-04
9833,11477,1,6900,31004,2024-09-04
9833,11477,1,6200,9012,2024-09-04
9834,10398,2,53000,33012,2024-09-04
9835,11159,2,31400,16005,2024-09-04
9835,11159,1,21000,26012,2024-09-04
9835,11159,3,24300,44005,2024-09-04
9835,11159,1,19400,49015,2024-09-04
9835,11159,1,6300,37003,2024-09-04
9835,11159,1,6900,31007,2024-09-04
9836,10678,2,20600,23005,2024-09-04
9836,10678,1,19900,38015,2024-09-04
9836,10678,2,36400,17001,2024-09-04
9836,10678,1,26500,33009,2024-09-04
9836,10678,3,67500,25004,2024-09-04
9837,12825,3,79500,33012,2024-09-04
9837,12825,1,8700,35003,2024-09-04
9837,12825,1,19400,49014,2024-09-04
9837,12825,2,36400,17002,2024-09-04
9837,12825,1,7400,29007,2024-09-04
9837,12825,1,18600,39001,2024-09-04
9838,12572,1,21000,26012,2024-09-04
9838,12572,3,44400,1004,2024-09-04
9838,12572,1,17400,7007,2024-09-04
9839,11994,1,18200,17012,2024-09-04
9839,11994,1,27800,6001,2024-09-04
9839,11994,1,22500,25003,2024-09-04
9840,11195,2,13800,31008,2024-09-04
9840,11195,1,24600,24014,2024-09-04
9840,11195,1,26500,33009,2024-09-04
9840,11195,1,7400,29005,2024-09-04
9840,11195,1,17900,27015,2024-09-04
9840,11195,3,52200,7008,2024-09-04
9841,10515,1,8800,11015,2024-09-04
9841,10515,1,7400,29005,2024-09-04
9842,13295,2,53000,33009,2024-09-04
9842,13295,1,17300,48002,2024-09-04
9842,13295,1,14900,40005,2024-09-04
9842,13295,1,31200,43009,2024-09-04
9842,13295,2,38800,49015,2024-09-04
9842,13295,2,36400,17002,2024-09-04
9843,11841,1,6200,9007,2024-09-04
9843,11841,2,42000,26015,2024-09-04
9821,13062,2,36400,17011,2024-09-03
9821,13062,2,55600,6001,2024-09-03
9821,13062,2,59600,15014,2024-09-03
9821,13062,1,7400,29002,2024-09-03
9822,11167,1,11200,19014,2024-09-03
9822,11167,1,22500,25003,2024-09-03
9822,11167,1,6900,31012,2024-09-03
9822,11167,1,28700,5004,2024-09-03
9823,12845,2,12600,37011,2024-09-03
9823,12845,1,7400,29007,2024-09-03
9823,12845,1,22500,25003,2024-09-03
9823,12845,1,12100,34005,2024-09-03
9824,11768,2,34800,7005,2024-09-03
9824,11768,3,26400,11007,2024-09-03
